0,perfect,squish,SQUISH,zombie,83.15106272697449,0,0,person,g,zombie/g_z_0024_d_s_cropped.png
1,perfect,,SQUISH,zombie,6.842122793197632,0,0,person,g,zombie/g_z_0003_d_s_cropped.png
2,perfect,,SKIP,injured,9.891838788986206,1,0,person,h,injured/h_0136_d_i_cropped.png
3,perfect,,SQUISH,zombie,5.523836374282837,1,0,person,g,zombie/g_z_0043_d_s_cropped.png
4,perfect,,SQUISH,zombie,3.943972587585449,1,0,person,m,zombie/m_z_0159_d_s_cropped.png
5,perfect,,SAVE,healthy,15.529787302017212,1,0,person,g,healthy/g_0053_d_s_cropped.png
6,perfect,,SKIP,corpse,7.267757892608643,1,0,person,p,corpse/p_c_0101_d_cropped.png
7,perfect,squish,SKIP,corpse,11.353540658950806,1,0,person,m,corpse/m_c_0176_d_cropped.png
8,perfect,squish,SQUISH,zombie,11.595869064331055,1,0,person,p,zombie/p_z_0119_d_s_cropped.png
9,perfect,save,SAVE,healthy,14.449247121810913,1,0,person,m,healthy/m_0178_d_s_cropped.png
10,perfect,squish,SKIP,zombie,18.194065809249878,1,0,person,do,zombie/do_z_0002_d_s_cropped.png
11,perfect,,SKIP,corpse,8.803305864334106,1,0,person,g,corpse/g_c_0175_d_cropped.png
12,perfect,,SAVE,healthy,3.5972182750701904,1,0,person,p,healthy/p_0180_d_s_cropped.png
13,perfect,,SAVE,injured,3.3779516220092773,1,0,person,p,injured/p_0098_d_i_cropped.png
14,perfect,,SKIP,injured,4.813968658447266,2,0,person,m,injured/m_0098_d_i_cropped.png
15,perfect,,SKIP,corpse,6.6767191886901855,2,0,person,c,corpse/c_0102_d_cropped.png
16,perfect,,SAVE,corpse,8.136791467666626,2,0,person,m,corpse/m_c_0101_d_cropped.png
17,perfect,squish,SKIP,zombie,11.373191118240356,2,0,person,p,zombie/p_z_0138_d_s_cropped.png
18,perfect,,SQUISH,zombie,6.029022693634033,2,0,person,g,zombie/g_z_0081_d_s_cropped.png
19,perfect,,SKIP,injured,5.970361232757568,3,0,person,g,injured/g_0194_d_i_cropped.png
20,perfect,,SAVE,injured,3.5446841716766357,3,0,person,do,injured/do_0109_d_i_cropped.png
21,perfect,squish,SKIP,corpse,8.967909097671509,3,0,person,c,corpse/c_0039_d_cropped.png
22,perfect,,SKIP,injured,6.6189284324646,4,0,person,m,injured/m_0006_d_i_cropped.png
23,perfect,,SKIP,injured,5.626442193984985,5,0,person,m,injured/m_0092_d_i_cropped.png
24,perfect,save,SAVE,injured,8.408600330352783,5,0,person,g,injured/g_0182_d_i_cropped.png
25,perfect,,SAVE,healthy,3.3958852291107178,5,0,person,h,healthy/h_0098_d_s_cropped.png
26,perfect,save,SAVE,healthy,7.666295051574707,5,0,person,g,healthy/g_0163_d_s_cropped.png
27,perfect,,SCRAM,,4.3952391147613525,5,8,person,h,
28,perfect,,SCRAM,,0.8127484321594238,5,8,person,h,
29,perfect,,SCRAM,,0.8038244247436523,5,8,person,h,
30,perfect,,SCRAM,,1.0714988708496094,5,8,person,h,
31,perfect,,SCRAM,,0.9271652698516846,5,8,person,h,
32,perfect,,SCRAM,,0.0030465126037597656,5,8,person,h,
0,perfect,,SAVE,healthy,33.00369739532471,0,0,person,do,healthy/do_0054_d_s_cropped.png
1,perfect,,SAVE,injured,4.845757722854614,0,0,person,h,injured/h_0040_d_i_cropped.png
2,perfect,,SQUISH,corpse,20.367603302001953,0,0,person,m,corpse/m_c_0021_d_cropped.png
3,perfect,,SQUISH,zombie,3.264094352722168,0,0,person,do,zombie/do_z_0047_d_s_cropped.png
4,perfect,,SKIP,corpse,3.924466371536255,0,0,person,g,corpse/g_c_0026_d_cropped.png
5,perfect,,SAVE,injured,3.334214210510254,0,0,person,g,injured/g_0160_d_i_cropped.png
6,perfect,,SQUISH,zombie,4.091186046600342,0,0,person,g,zombie/g_z_0139_d_s_cropped.png
7,perfect,,SAVE,injured,3.0321035385131836,0,0,person,p,injured/p_0070_d_i_cropped.png
8,perfect,,SAVE,healthy,3.2374348640441895,0,0,person,p,healthy/p_0162_d_s_cropped.png
9,perfect,,SAVE,healthy,5.930401563644409,0,0,person,g,healthy/g_0091_d_s_cropped.png
10,perfect,,SKIP,injured,4.402318477630615,1,0,person,m,injured/m_0033_d_i_cropped.png
11,perfect,,SKIP,zombie,3.193216562271118,1,0,person,g,zombie/g_z_0092_d_s_cropped.png
12,perfect,,SKIP,injured,4.150697946548462,2,0,person,h,injured/h_0148_d_i_cropped.png
