0,poor_net.pth,,SKIP,corpse,61.18396043777466,0,0,robot,c,corpse\c_0101_d_cropped.png
1,poor_net.pth,,SKIP,injured,13.32143759727478,1,0,robot,g,injured\g_0040_d_i_cropped.png
2,poor_net.pth,,SQUISH,healthy,4.853018045425415,2,0,robot,m,healthy\m_0008_d_s_cropped.png
3,poor_net.pth,,SKIP,injured,3.8484044075012207,3,0,robot,h,injured\h_0093_d_i_cropped.png
4,poor_net.pth,,SQUISH,corpse,2.377542018890381,3,0,robot,p,corpse\p_c_0007_d_cropped.png
5,poor_net.pth,,SCRAM,,1.8914289474487305,3,0,robot,h,
6,poor_net.pth,,SCRAM,,0.5083608627319336,3,0,robot,h,
7,poor_net.pth,,SAVE,corpse,3.8349409103393555,3,0,robot,c,corpse\c_0128_d_cropped.png
8,poor_net.pth,,SAVE,injured,0.9282023906707764,3,0,robot,p,injured\p_0113_n_r_i_cropped.png
9,poor_net.pth,,SAVE,zombie,1.6479051113128662,3,0,robot,z,zombie\z_0046_n_r_s_cropped.png
10,poor_net.pth,,SQUISH,healthy,4.662616968154907,4,0,robot,do,healthy\do_0169_n_r_s_cropped.png
11,poor_net.pth,,SQUISH,injured,1.3477518558502197,5,0,robot,g,injured\g_0073_n_r_i_cropped.png
12,poor_net.pth,squish,SAVE,injured,3.864684581756592,5,0,robot,p,injured\p_0059_n_r_i_cropped.png
13,poor_net.pth,,SCRAM,,1.7009596824645996,7,0,robot,h,
14,poor_net.pth,,SCRAM,,0.9681205749511719,7,0,robot,h,
15,poor_net.pth,,SCRAM,,0.8482885360717773,7,0,robot,h,
16,poor_net.pth,squish,SKIP,zombie,5.380834341049194,7,0,robot,m,zombie\m_z_0182_n_r_s_cropped.png
17,poor_net.pth,,SAVE,zombie,6.056765794754028,7,0,robot,m,zombie\m_z_0182_n_r_s_cropped.png
18,poor_net.pth,,SAVE,zombie,1.162194013595581,7,0,robot,m,zombie\m_z_0182_n_r_s_cropped.png
19,poor_net.pth,,SKIP,zombie,1.2846193313598633,7,0,robot,m,zombie\m_z_0182_n_r_s_cropped.png
20,poor_net.pth,,SCRAM,,1.919001579284668,7,0,robot,h,
0,full_net.pth,,SQUISH,corpse,4.075432300567627,0,0,person,do,corpse\do_c_0097_d_cropped.png
1,full_net.pth,,SQUISH,corpse,2.7770509719848633,0,0,person,c,corpse\c_0177_d_cropped.png
2,full_net.pth,,SKIP,corpse,2.961095094680786,0,0,person,do,corpse\do_c_0144_d_cropped.png
3,full_net.pth,,SCRAM,,0.7683882713317871,0,0,person,h,
4,full_net.pth,,SCRAM,,1.4290440082550049,0,0,person,h,
5,full_net.pth,,SCRAM,,0.7048709392547607,0,0,person,h,
6,full_net.pth,,SCRAM,,0.44381260871887207,0,0,person,h,
7,full_net.pth,,SCRAM,,0.09175491333007812,0,0,person,h,
8,full_net.pth,,SCRAM,,0.31615447998046875,0,0,person,h,
9,full_net.pth,,SCRAM,,0.673715353012085,0,0,person,h,
10,full_net.pth,,SCRAM,,1.1382453441619873,0,0,person,h,
11,full_net.pth,,SCRAM,,1.1226239204406738,0,0,person,h,
12,full_net.pth,,SCRAM,,0.04786229133605957,0,0,person,h,
